text_id,text,synset_id,synset_word
t0000008559,"Хүн төрөлхтний түүхэнд шинэ эринийг нээж дэлхийд анхны ажилчин, тариачны социалист төр улсыг байгуулж, ертөнцийг хувьсгалт ёсоор шинэтгэн өөрчлөх аугаа их түүхэн үйл явцыг эхлүүлж, хорвоогийн улс түмэнд нийгмийн боолчлол, мөлжлөгөөс ангижрах, улс төр,#0000008559 эдийн засаг, оюун санааны болон үндэстний дарлалаас чөлөөлөгдөх замыг гэрэлтүүлсэн Октябрийн социалист их хувьсгал ялан мандсаны 69 жилийн ойтой манай гаригийн сая сая хүн ард баяр төгөлдөр золгож байна",47,төр
t0000008560,"Тийнхүү сэтгүүлчид аялсан замын сонингоо уудалж, нийслэлд дөнгөж ирэнгүүтээ л өчигдөр  цагт мэдээлэл хийв#0000008560",54,хий
t0000008561,"Сэтгүүлчид эхэндээ нэлээд тулгамдсан ч гурав, дөрөв дэх өдрөөс өөрийнхөө багийн#0000008561 тамирчнаас дутахгүй уран чадвартай жолоодож эхэлсэн гэж зохион байгуулагчид бахархсан",7,баг
t0000008562,"Хэвлэлийн хүрээлэнгийн Чимиддондог болон залуу тамирчин Чинзориг нарын ""Шонхор"" баг#0000008562 нэгдүгээр байр эзэлж нэг сая төгрөгийн эзэн болов",7,баг
t0000008563,"Хэвлэлийн хүрээлэнгийн Чимиддондог болон залуу тамирчин Чинзориг нарын ""Шонхор"" баг нэгдүгээр байр#0000008563 эзэлж нэг сая төгрөгийн эзэн болов",11,байр
t0000008564,"Энэ байгууллагуудын ч нэрэмжит тэмцээнүүд аялалын дундуур зохиогдож ""Боса"" төв л гэхэд түрүүлсэн баг,#0000008564 сэтгүүлч, тамирчдын бүтэн жилийн хэрэгцээг вино, сүүтэй цайгаараа хангах батламж гардуулсан гэсэн",7,баг
t0000008565,Аа тэгье гэхдээ Данзангийн нүд#0000008565 сэргэн ирэв.,37,нүд
t0000008566,"Манай гаригийн хамгийн том тив Азид энх тайван, аюулгүй байдлыг бэхжүүлж, улс орнуудын нь тусгаар тогтнол, нийгмийн дэвшлийг хангах нь зэвсэглэлээр хөөцөлдөхийн эсрэг, цөмийн дайны эсрэг дэлхий дахины улс түмний хийж#0000008566 байгаа нийтлэг тэмцлийн салшгүй бүрэлдэхүүн хэсэг мөн",54,хий
t0000008567,"Манай өвгөнтэй ардын жүжигчин Д.Лувсаншарав, Л.Мөрдорж, төрийн#0000008567 шагналт Г.Бирваа, С.Гончигсумлаа, Н.Жанцанноров гээд Монголын ХХ зууны бараг бүх л хөгжмийн суутнууд уран бүтээл хамтран хийсэн байдаг юм",47,төр
t0000008568,"Манай өвгөнтэй ардын жүжигчин Д.Лувсаншарав, Л.Мөрдорж, төрийн шагналт Г.Бирваа, С.Гончигсумлаа, Н.Жанцанноров гээд Монголын ХХ зууны#0000008568 бараг бүх л хөгжмийн суутнууд уран бүтээл хамтран хийсэн байдаг юм",29,зуу
t0000008569,"Манай өвгөнтэй ардын жүжигчин Д.Лувсаншарав, Л.Мөрдорж, төрийн шагналт Г.Бирваа, С.Гончигсумлаа, Н.Жанцанноров гээд Монголын ХХ зууны бараг бүх л хөгжмийн суутнууд уран бүтээл хамтран хийсэн#0000008569 байдаг юм",54,хий
t0000008570,Сүүлд Москвад очин тархины бичлэг хийлгэхэд#0000008570 эв эрүүл байсан,54,хий
t0000008571,Сүүлд Москвад очин тархины бичлэг хийлгэхэд эв эрүүл#0000008571 байсан,68,эрүүл
t0000008572,"Монголын ХХ зууны#0000008572 манлай дуу ""Халуун элгэн нутаг""-гийг зохиосон найрагчийн гэргийтэй ийн хөөрөлдлөө",29,зуу
t0000008573,"ЗХУКНын Төв Хорооны ерөнхий нарийн бичгийн дарга Михайл Горбачев, АНУын ерөнхийлөгч Рональд Рейган нар дунд болон ойр тусгалтай пуужин устгах тухай ЗСБНХУ, АНУын гэрээний батламж бичиг солилцсон тухай протоколд гарын үсэг зурснаар цөмийн зэвсэг хураах#0000008573 түүхэн үйл явцын тухай номын анхны хуудас бичигдлээ",61,хураа
t0000008574,"ЗХУКНын Төв Хорооны ерөнхий нарийн бичгийн дарга Михайл Горбачев, АНУын ерөнхийлөгч Рональд Рейган нар дунд болон ойр тусгалтай пуужин устгах тухай ЗСБНХУ, АНУын гэрээний батламж бичиг солилцсон тухай протоколд гарын үсэг зурснаар цөмийн зэвсэг хураах түүхэн#0000008574 үйл явцын тухай номын анхны хуудас бичигдлээ",49,түүх
t0000008575,"Энэ хуулийн .т заасан баримт бичгийг хэлэлцэхдээ хууль, Улсын Их Хурлын бусад шийдвэрийн төсөл хэлэлцэх ердийн журмыг баримталж  үе шаттай#0000008575 хэлэлцүүлэг явуулна",64,шат
t0000008576,"Сард хоёр, заримдаа гурван удаа үүргэвч үүрээд хотын бараг нөгөө захад#0000008576 байх номын сан руу явна Сүүлийн үед түүнд унших шинэ ном олдохоо больжээ",26,зах
t0000008577," онд урлагийн гавьяат зүтгэлтэн, төрийн#0000008577 шагналт Г.Бирваа гуай аялгуу зохиож, найруулагч Э.Санчигдан Дорноговь аймгийн хөгжимт драмын театрт тоглоход Сэржмядагийн дүрд Нарантуяа дуулсан юм"" гэж ""Өдрийн сонин""-д өгсөн ярилцлагадаа дурдсан байна",47,төр
t0000008578,Тэгэхдээ энэ хатны тухай кино хийвэл#0000008578 намайг тоглуулаарай гэж хэлж байсан /мөн сэтгүүл 6-р тал/ гэжээ,54,хий
t0000008579,"Үүнд: Харамсан эмгэнэх гэгч зүй бусаар сүйрэлт аюул гамшиг бидэнд буюу бидний ойр дотно хэн нэг хүнд учирч болох мэт санагдан үүний улмаас гашуудан харамсах сэтгэл төрөхийг#0000008579 хэлнэ"" гэжээ",48,төр
t0000008580,"Драмын жүжигчдийн хувьд дуулах гэдэг хэцүү даваа байсан ч хөгжимт драматик театр гэж байхад ""Учиртай гурван толгой"", ""Шарай голын#0000008580 гурван хаан"" дуулалт жүжгийг амьдруулсан өвөг дээдсийнхээ ""чихийг халууцуулсангүй"" мэрийж, чармайж дуурийн ариийн хэмжээний дууг өөрийн болгож чадлаа",20,гол
t0000008581,"Гантай жил ургац буурч байхад, түүний хажуугаар тарианы болц түргэсэх зүй тогтол ч илрэх зэрэг болзошгүй тохиолдолд зуны бороо угтуулж хожуу тарих боломж ч гарч болох бөгөөд тэгж тариад зогсохгүй бас үрийн нормыг ихэсгэх, тарих гүнийг#0000008581 багасгах, фосфорын бордоогоор бордох",22,гүн
t0000008582,"Арван жил нутагтаа өвөлжөөгүй нүүдлийн хун шиг үл завдсаар явтал сар шинийн нэгэнд төрсөн#0000008582 гэртээ, ижийтэйгээ шинэлээгүй хугацал хором мөн төдийгөөр өсч, өтгөрчээ",48,төр
t0000008583,Ингэн байтугай ботгон нулимс мэт бороотой бор говьд амар амгалан аж төрөхийн#0000008583 амин төөрөг хумигдамгүй л байлтай даа,48,төр
t0000008584, оны нэгдүгээр сарын#0000008584 17.,43,сар
t0000008585,Цагаан цаасан дээр хараар бичсэн зарцуулагдсан мөнгө#0000008585 хөрөнгө миний дураар алга болчихгүй,33,мөнгө
t0000008586,Байгаа юмыг байгаа баримт дээр нь үзлэг шалгалт хийгээд#0000008586 дүн нь гарсан гэдгийг хэлмээр байна,54,хий
t0000008587,Тэгээд таныг ажлаас нь халах гэхээр намаасаа хөөгдчих гээд хэцүү байна гэсэн хэл ам#0000008587 гарч байна,4,ам
t0000008588,Тэгвэл сайн хийвэл#0000008588 намын нэр хүндэд сайнаар нөлөөлнө шүү дээ,54,хий
t0000008589,Яагаад гэвэл өөр дээрээ үүссэн асуудлаас болж улс төрийн#0000008589 албан тушаалын наймаа хийж болохгүй гэж үздэг,47,төр
t0000008590,Яагаад гэвэл өөр дээрээ үүссэн асуудлаас болж улс төрийн албан тушаалын наймаа хийж#0000008590 болохгүй гэж үздэг,54,хий
t0000008591,Иймээс Сүхбаатар дүүргийн татварын мөнгөөр#0000008591 олсон жаал зугаа зүйлийг өөрийн тойрог руугаа зөөгөөд дууссан,33,мөнгө
t0000008592,"Би төрийн#0000008592 өдий зэргийн алба хашиж байгаагийн хувьд аль хөрөнгөөр юу хийж болох, болохгүйг мэднэ",47,төр
t0000008593,"Би төрийн өдий зэргийн алба хашиж байгаагийн хувьд аль хөрөнгөөр юу хийж#0000008593 болох, болохгүйг мэднэ",54,хий
t0000008594,Тэр мөнгө#0000008594 олгож байгаа албан тушаалтан надад даргаа та Чингэлтэй дүүргийн хүнд мөнгө өгчихжээ гээд ороод ирэх ёстой байсан байхгүй юу,33,мөнгө
t0000008595,Тэр мөнгө олгож байгаа албан тушаалтан надад даргаа та Чингэлтэй дүүргийн хүнд мөнгө#0000008595 өгчихжээ гээд ороод ирэх ёстой байсан байхгүй юу,33,мөнгө
t0000008596,Одоо та албан ёсоор ажлаа хийж#0000008596 байгаа юу? -Хуулийн дагуу асуудал эцэслэн шийдтэл Засаг дарга бүрэн эрхээ хэрэгжүүлнэ гэсэн заалтаар бүх асуудлаа шийдээд явж байна,54,хий
t0000008597,Би зөвхөн субботник л хийсэн#0000008597,54,хий
t0000008598,Энэ шийдчихсэн нөхдүүдтэй улс төрийн#0000008598 наймаа хийвэл би өөрийгөө доош нь хийж ялагдал хүлээсэн үйл явдал гэж үзнэ,47,төр
t0000008599,Энэ шийдчихсэн нөхдүүдтэй улс төрийн наймаа хийвэл#0000008599 би өөрийгөө доош нь хийж ялагдал хүлээсэн үйл явдал гэж үзнэ,54,хий
t0000008600,Энэ шийдчихсэн нөхдүүдтэй улс төрийн наймаа хийвэл би өөрийгөө доош нь хийж#0000008600 ялагдал хүлээсэн үйл явдал гэж үзнэ,54,хий
t0000008601,Хөөе морио чи юу хийж#0000008601 яваа юм бэ?,54,хий
t0000008602,Энэ сар#0000008602 бол хөдөлмөр гэгч аугаа их үйлсэд миний зүтгэх анхны сар,43,сар
t0000008603,"Тэр ерөөл бат орших болтугай хэмээгээд <<Чи гаргаад өгөөрэй л дээ>> гэсэн харцаар харахад түүний харцыг ойлгосон Тогоохүү өвөрт нь гар хийсэн#0000008603 юм шиг царай улайлган тонгойход түүний эх Бумбаа, хийж буй юмнаасаа ч толгой өөд татсан үгүй:",54,хий
t0000008604,"Тэр ерөөл бат орших болтугай хэмээгээд <<Чи гаргаад өгөөрэй л дээ>> гэсэн харцаар харахад түүний харцыг ойлгосон Тогоохүү өвөрт нь гар хийсэн юм шиг царай улайлган тонгойход түүний эх Бумбаа, хийж#0000008604 буй юмнаасаа ч толгой өөд татсан үгүй:",54,хий
t0000008605,"...хүн амын хүнсний хангамж, хүнсний аюулгүй байдлын талаар төрөөс#0000008605 баримтлах бодлогыг тодорхойлох, хэрэгжилтэд нь хяналт тавих;",47,төр
t0000008606,Сүнжид жолоогоо сул тавиад  Чүү гэж давирахад хөөрхий адгуус эзэндээ захирагдан усны зах#0000008606 руу оруут хөл алдан хөвлөө,26,зах
t0000008607,"Гамшгаас хамгаалах асуудал эрхэлсэн төрийн#0000008607 захиргааны байгууллагын албан хаагч, аврах анги, отряд, салбар, мэргэжлийн анги, оюутан сурагчид, ажилтан, бусад иргэний сургалтыг жил бүр, улс, аймаг, сум, дүүрэг, баг, хорооны гамшгаас хамгаалах албаны удирдах албан тушаалтны сургалтыг 2 жилд нэгээс доошгүй удаа зохион байгуулж явуулна",47,төр
t0000008608,"Гамшгаас хамгаалах асуудал эрхэлсэн төрийн захиргааны байгууллагын албан хаагч, аврах анги, отряд, салбар,#0000008608 мэргэжлийн анги, оюутан сурагчид, ажилтан, бусад иргэний сургалтыг жил бүр, улс, аймаг, сум, дүүрэг, баг, хорооны гамшгаас хамгаалах албаны удирдах албан тушаалтны сургалтыг 2 жилд нэгээс доошгүй удаа зохион байгуулж явуулна",42,салбар
t0000008609,"Гамшгаас хамгаалах асуудал эрхэлсэн төрийн захиргааны байгууллагын албан хаагч, аврах анги, отряд, салбар, мэргэжлийн анги, оюутан сурагчид, ажилтан, бусад иргэний сургалтыг жил бүр, улс, аймаг, сум, дүүрэг, баг,#0000008609 хорооны гамшгаас хамгаалах албаны удирдах албан тушаалтны сургалтыг 2 жилд нэгээс доошгүй удаа зохион байгуулж явуулна",7,баг
t0000008610,"Завхан аймгийн Улиастай, Тосонцэнгэл хотын хөдөлмөрчдийн хэрэгцээнд нийлүүлэн сүү үлэмж тасалдаж, авто засварын завод, шар тал >> хоршоололд туслах аж ахуйг хөгжүүлэхээр санаачлан хийсэн#0000008610 юмгүйгээр зун намрыг өнгөрөөлөө",54,хий
t0000008611,"Харин , ,  онд Герман улсын техник технологийг үйлдвэрлэлдээ нэвтрүүлсэн түүхтэй#0000008611",49,түүх
t0000008612,"Эдгээр нь махыг амт оруулах, зөөлрүүлэх, амраах гэх мэтчилэн үйл ажиллагааг бүрэн хийдэг#0000008612 өндөр хүчин чадалтай, эрүүл ахуйн шаардлагыг хангасан төхөөрөмжүүд ажээ",54,хий
t0000008613,"Эдгээр нь махыг амт оруулах, зөөлрүүлэх, амраах гэх мэтчилэн үйл ажиллагааг бүрэн хийдэг өндөр хүчин чадалтай, эрүүл#0000008613 ахуйн шаардлагыг хангасан төхөөрөмжүүд ажээ",68,эрүүл
t0000008614,Найрлагын машин Хамгийн сайн хиам хийхэд#0000008614 нөлөөлдөг гол төхөөрөмж нь найрлагын машин байдаг,54,хий
t0000008615,Найрлагын машин Хамгийн сайн хиам хийхэд нөлөөлдөг гол#0000008615 төхөөрөмж нь найрлагын машин байдаг,19,гол
t0000008616,Харин утлагат хиам нь Европын орнуудад үйлдвэрлэдэг ижил нэр төрлийн  бүтээгдэхүүнтэй адил орчин үеийн технологиор хийгджээ#0000008616,54,хий
t0000008617,"Тэгээд ч аад оноос эхлэн хөл бөмбөг хатуухан хэлэхэд ""харгис"" тал руугаа хазайж эсрэг багийнхаа#0000008617 аль нэг лидерийнх нь ""хөлтэй нь"" тоглодог болчихсон байсан нь нууц биш байлаа",7,баг
t0000008618,"Ес дэх удаагийн ДАШТ  оны тавдугаар сарын#0000008618 31-нд ЗХУ, Мексикийн тоглолтоор эхэлсэн",43,сар
t0000008619,"Уругвайчууд хойшоо суугаад л, оросууд ч хаалганаасаа холдохгүй байсаар үндсэн цаг дуусч, нэмэлт цагт энэ уйтгартай тоглолт Уругвайн багийн#0000008619 оруулсан ганц гоолын ачаар дууссан юм",7,баг
t0000008620,"Энэ тоглолтод Италийн од Ривера хоёр ч гоол хийж#0000008620 багийнхаа амжилтын үндэс, тулгуур нь болсон юм",54,хий
t0000008621,"Энэ тоглолтод Италийн од Ривера хоёр ч гоол хийж багийнхаа#0000008621 амжилтын үндэс, тулгуур нь болсон юм",7,баг
t0000008622,"ДАШТий түүхэн#0000008622 дэх хамгийн анхны сануулгыг ЗХУ-ын хөлбөмбөгч Евгений Ловчев, Германы шүүгч Курт Ченшерээс хүртэж шар хуудсаар торгуулж байлаа",49,түүх
t0000008623,Энэ нь дэлхийн аваргын түүхэн#0000008623 дэх улаан хуудасгүй өнжсөн цорын ганц ДАШТ юм,49,түүх
t0000008624,"Дор бүрнээ ямар нэгийг хүүрнэж, уут саванд хийн#0000008624 ирсэн сүүтэй цайгаа халуун савнаас аягалан, хар шөл ч хуваан оочилж байгаа харагдсан",54,хий
t0000008625,"Ерөнхийлөгч ирээд явж, эмч нар Гэмтэл согог сэргээн засах клиникийн (ГССЗК) нэгдүгээр давхарт мэдээлэл хийсний#0000008625 дараа 17 цаг өнгөрч байх үест өвчтөнүүдийн ар гэрийнхний байгаа газарт очвол үр хүүхдээ, хань ижлээ, ахыгаа гэсэн төрөл төрөгсөд, амраг саднаас нь өөр хүн үлдээгүй байна",54,хий
t0000008626,"Мэдээлэл хоцрогдуулсан, аль шатандаа хариуцлага алдсаныг тогтоох хэрэгтэй гэв Сэлэнгэ аймгийн Мандал сумын нутагт осолдсон нисдэг тэрэгнээс#0000008626 амьд үлдсэн найман хүн Гэмтэл согог сэргээн засах клиникт эмчлүүлсэн нь 18-наас эхэлсэн",52,тэрэг
t0000008627,"Тэдний нөхцөл байдалтай танилцахаар ирнэ хэмээн өчигдөр : цагаас хойш хэвлэл мэдээллийн хэрэгслийн нэлээд өргөн баг#0000008627 бүрэлдэхүүнийг хүлээлгэсэн Ерөнхий сайдын оронд өдрийн 15:15 цагийн орчимд Ерөнхийлөгч Н.Энхбаяр, Улаанбаатар хотын захирагч Ц.Батбаяр нарын хүмүүс ирсэн",7,баг
t0000008628,"Хүнсний аж үйлдвэрийн салбарын үйл ажиллагааны гол#0000008628 шалгуур бол олон нэрийн бүтээгдэхүүнийг амт, чанар сайтай, өнгө үзэмжтэй, хүн ардад хүрэлцэхүйцээр үйлдвэрлэх явдал мөн",19,гол
t0000008629,Одоо би үзлэгийн мөнгө#0000008629 гээд авна,33,мөнгө
t0000008630,"Юуны өмнө бэлчээрийг хуваарьтай, ариг гамтай ашиглах зорилгоор мал сүргийнхээ өдөр бүрийн хэрэгцээнд тохируулан нутгийг нэг захаас#0000008630 хөөж эрэмбэ дараатай ашиглаж, малын төрөл, ашиг шимийн чиглэл, газар нутгийн онцлог, улирлын байдалд тохируулан хэсэглэн хувааж бэлчээх дэвшилт аргыг хэрэглэх нь ам яриа биш, ажил хэрэгч биетэй бодитой ажил байх ёстой",26,зах
t0000008631,"Юуны өмнө бэлчээрийг хуваарьтай, ариг гамтай ашиглах зорилгоор мал сүргийнхээ өдөр бүрийн хэрэгцээнд тохируулан нутгийг нэг захаас хөөж эрэмбэ дараатай ашиглаж, малын төрөл, ашиг шимийн чиглэл, газар нутгийн онцлог, улирлын байдалд тохируулан хэсэглэн хувааж бэлчээх дэвшилт аргыг хэрэглэх нь ам#0000008631 яриа биш, ажил хэрэгч биетэй бодитой ажил байх ёстой",3,ам
t0000008632,Хонгорын бор морины нуруун#0000008632 дээр гарсан Бат салхитай уралдан Архангай аймгийн төв рүү нисэв,35,нуруу
t0000008633,Хүүхдэд өвтэгш хүмүүжил төлөвшүүлэхэд нөлөөлөх нэгэн зүйл бол гэр бүлийн баяр хүүхдийн төрсөн#0000008633 өдрийг зөв тэмдэглэх явдал юм,48,төр
t0000008634,"Мөн эмч хүний амжилт, ажилд нөлөөлдөг гол#0000008634 зүйл бол хамт олны уур амьсгал",19,гол
t0000008635,Манай эмнэлэг саяхнаас бөөр шилжүүлж суулгах мэс засал хийдэг#0000008635 болсон,54,хий
t0000008636,"Дараа нь эмчилгээ, шатлалтай хагалгаа хийх#0000008636 нь бий",54,хий
t0000008637,Мөн сүүлийн үед гоо сайхны хагалгаа хийгддэг#0000008637 болж байна,54,хий
t0000008638,Нүдний алиманд хагалгаа хийдэг#0000008638 эмч нарын хувьд гоо сайхны хагалгаа нь харьцангуй хөнгөн,54,хий
t0000008639,Гоо сайхны хагалгаа хийхдээ#0000008639 зохимжийг хардаг,54,хий
t0000008640,Хүмүүс нүдний#0000008640 янз бүрийн дусаалга хэрэглэх болсон,37,нүд
t0000008641,Монгол Улсын иргэний агаарын хөлгийн нисэх багийн#0000008641 бүрэлдэхүүнд гадаад улсын иргэн байж болно.,7,баг
t0000008642,"Мөн хүндэтгэл үзүүлэх ёслол ""Улс төрийн#0000008642 хүчирхийллийн эсрэг өдөр"" гэсэн үзэл санааны дор болж өнгөрсөн нь нэлээд онцлог байсан болов уу",47,төр
t0000008643,"Аравдугаар сарын#0000008643 хоёрны энэ өдөр Зориг агсныг дурсч хүндэтгэл үзүүлэхдээ ""Улс төрийн хүчирхийллийн эсрэг өдөр"" гэсэн нэрийн дор хүмүүс нэгдэж байх шиг байна? -Энэ өдрийг яг албан ёсоор тэгж зөвшөөрөөгүй л дээ",43,сар
t0000008644,"Аравдугаар сарын хоёрны энэ өдөр Зориг агсныг дурсч хүндэтгэл үзүүлэхдээ ""Улс төрийн#0000008644 хүчирхийллийн эсрэг өдөр"" гэсэн нэрийн дор хүмүүс нэгдэж байх шиг байна? -Энэ өдрийг яг албан ёсоор тэгж зөвшөөрөөгүй л дээ",47,төр
t0000008645,Арван таван жилийн өмнө аравдугаар сарын#0000008645 хоёронд төрийн зүтгэлтэн С.Төмөр-Очир гуай бас алагдсаныг хүмүүс мэдэх байх,43,сар
t0000008646,Арван таван жилийн өмнө аравдугаар сарын хоёронд төрийн#0000008646 зүтгэлтэн С.Төмөр-Очир гуай бас алагдсаныг хүмүүс мэдэх байх,47,төр
t0000008647,"Нэг зүйлийг хэлэхэд, хэн нэгнийг хардаж сэрдэхдээ биш тухайн үеийн нөхцөл байдлыг тодруулахын тулд энэ бүхнийх хийх#0000008647 л шаардлагатай байсан",54,хий
t0000008648,Сүрэнгийн нүд#0000008648 гялалзан үсчиж гартаа өртсөн бүхнээр шидлээ.,37,нүд
t0000008649,"Чөлөөт бөхийн төрөлд   кгын жинд хөдөлмөрийн баатар Ж.Мөнхбат мөнгөн#0000008649 медаль, 52-т Ч.Дамдиншарав, 70-д Д.Сэрээтэр, 78 кг-д Т.Артаг нар хүрэл медалиар энгэрээ мялааж, хүний нутгийн тэнгэрт анх удаа төрийнхөө далбааг мандуулсан түүхтэй",34,мөнгө
t0000008650,"Чөлөөт бөхийн төрөлд   кгын жинд хөдөлмөрийн баатар Ж.Мөнхбат мөнгөн медаль, т Ч.Дамдиншарав, д Д.Сэрээтэр,  кгд Т.Артаг нар хүрэл медалиар энгэрээ мялааж, хүний нутгийн тэнгэрт анх удаа төрийнхөө#0000008650 далбааг мандуулсан түүхтэй",47,төр
t0000008651,"Чөлөөт бөхийн төрөлд   кгын жинд хөдөлмөрийн баатар Ж.Мөнхбат мөнгөн медаль, т Ч.Дамдиншарав, д Д.Сэрээтэр,  кгд Т.Артаг нар хүрэл медалиар энгэрээ мялааж, хүний нутгийн тэнгэрт анх удаа төрийнхөө далбааг мандуулсан түүхтэй#0000008651",49,түүх
t0000008652,Төрийн шагналтын урлангаас гарч алхах үед амьдралын агшин хором бүрээ төгс төгөлдөр утга агуулгаар дүүргэнэ гэдэг мөн ч сайхан юм даа гэсэн бодол төрж#0000008652 байлаа,48,төр
t0000008653,"Энэ хаалгыг хэн суулгасан юм бэ? Та нар юу хийгээд#0000008653 байгаа юм бэ? ""Жигүүр гранд"" гэдэг бол брэнд, ойлгов уу? Энэ хаалгыг соль",54,хий
t0000008654,"Намын ажлын арга барилыг шинэчлэн өөрчлөх эрэл хайгууд хийх#0000008654 явцад үр ашигтай ийм арга хэлбэр амьдрал, практикт нэвтэрч хэрэгжсээр байна",54,хий
t0000008655,"Намын бодлого шийдвэр, XIII их хурлаасаа дэвшүүлсэн зорилтыг амжилттай хэрэгжүүлэх гол#0000008655 хүч нь ҮЭ-ийн ажилтан, идэвхтэн сонгуультнууд учраас тэдний << улс төрийн боловсрол, эдийн засгийн мэдлэгийг дээшлүүлэх, тэдэнд бие дааж санаачилгатай ажиллах чадвар эзэмшүүлэх, анхан шатны байгууллагыг чадварлаг боловсон хүчнээр хангах явдал МҮЭ-ийн Төв Зөвлөлийн нэн чухал зорилт мөн >> гэж их хурал онцлон тэмдэглэлээ",19,гол
t0000008656,"Намын бодлого шийдвэр, XIII их хурлаасаа дэвшүүлсэн зорилтыг амжилттай хэрэгжүүлэх гол хүч нь ҮЭийн ажилтан, идэвхтэн сонгуультнууд учраас тэдний << улс төрийн#0000008656 боловсрол, эдийн засгийн мэдлэгийг дээшлүүлэх, тэдэнд бие дааж санаачилгатай ажиллах чадвар эзэмшүүлэх, анхан шатны байгууллагыг чадварлаг боловсон хүчнээр хангах явдал МҮЭ-ийн Төв Зөвлөлийн нэн чухал зорилт мөн >> гэж их хурал онцлон тэмдэглэлээ",47,төр
t0000008657,"Хийх ёстойгоо хийх#0000008657 цагт нь хийж чадаагүй байж өнгөрсөн хойно нь нэрвэх хэрэг байна уу гэх мэт олон асуултыг ""ажил хэрэгч"" тэдгээр түшмэдүүдэд хэлмээр санагдана",54,хий
t0000008658,"Хийх ёстойгоо хийх цагт нь хийж#0000008658 чадаагүй байж өнгөрсөн хойно нь нэрвэх хэрэг байна уу гэх мэт олон асуултыг ""ажил хэрэгч"" тэдгээр түшмэдүүдэд хэлмээр санагдана",54,хий
t0000008659,Ийм зовлонд учирсныхаа дараа Г.Алтан анх удаа төрөөс#0000008659 тусламж гуйсан гэнэ,47,төр
t0000008660,"Хатуудаа хатуу, зөөлөндөө зөөлөн төр#0000008660 ингэж эцгийн хайраа үзүүлмээр байна",47,төр
t0000008661,энэ сарын#0000008661 гуравны өдөр барьцаанд байсан 15 хүнийг сулласан бөгөөд тэдэн дотор Ингрид Бетанкур байсан юм,43,сар
t0000008662,Ямар сайндаа л Хэнтий аймгийн нэгэн сумын төвийг байгуулахаар аймгийн төвөөс сумын тамгын газрын гэр ачиж явсан тэмээн тэрэгнийх#0000008662 нь дугуй мултарч унасны улмаас тэр газарт нь гэрээ барьснаар уг сумын төв үүссэнийг нутгийн нэгэн ахмад хуучилж байлаа,53,тэрэг
t0000008663,"Тэнд тохилог оффис, гал тогоо, хоолны заал, бие засах газар, зочид гийчдийг хүлээн авах байр,#0000008663 тоглох амрах талбай зэргийг барьж, 50 гаруй хүмүүсийн ажиллаж амьдрах ая тухтай орчныг бүрдүүлсэн байв",9,байр
t0000008664,Энэ ажил үндсэндээ  оны тавдугаар сараас#0000008664 эхлэн 2005 оны долдугаар сар хүртэл явагдсан,43,сар
t0000008665,Энэ ажил үндсэндээ  оны тавдугаар сараас эхлэн  оны долдугаар сар#0000008665 хүртэл явагдсан,43,сар
t0000008666,Шалтгаан нь мөнөөх л гайт мөнгөний#0000008666 сонирхол,33,мөнгө
t0000008667,"Нийслэл Улаанбаатар хотноо болсон баярын хурал, түүхт#0000008667 ялалтын өлгий Халхын голын сайхан нутаг болсон хөдөлмөрчдийн өргөн цуглаан, зөвлөлт - монголын дайчдын дурсгалыг хөшөө, ялалтын музей нээх ёслол энэ бүхэн нь манай эх орны тусгаар тогтнол, ард түмний аз жаргалант амьдралын төлөө амь биеэ зориулсан зөвлөлт - монголын баатруудын гэгээн дурсгалыг мөнхлөн хүндэтгэх, тэдний ариун хүсэл, зорилгыг манай өнөө үеийнхэн социализм, коммунизм байгуулалтын үйлсээрээ хэрэгжүүлэн биелүүлэхээ батлан илэрхийлэх сүр жавхлантай ёслол боллоо",49,түүх
t0000008668,"Хяналт шалгалтын байгууллага хяналт шалгалт хийхдээ#0000008668 төрийн бус байгууллага, иргэдийн дэмжлэгийг авч болно",54,хий
t0000008669,"Хяналт шалгалтын байгууллага хяналт шалгалт хийхдээ төрийн#0000008669 бус байгууллага, иргэдийн дэмжлэгийг авч болно",47,төр
t0000008670,"геодези, зураг зүйн ажил эрхлэх эрх бүхий аж ахуйн нэгж, байгууллага, иргэнд кадастрын зураглал хийх#0000008670 тусгай зөвшөөрөл олгох /Энэ заалтыг 2005 оны 1 дүгээр сарын 27-ны өдрийн хуулиар хүчингүй болсонд тооцсон/;",54,хий
t0000008671,"геодези, зураг зүйн ажил эрхлэх эрх бүхий аж ахуйн нэгж, байгууллага, иргэнд кадастрын зураглал хийх тусгай зөвшөөрөл олгох /Энэ заалтыг  оны  дүгээр сарын#0000008671 27-ны өдрийн хуулиар хүчингүй болсонд тооцсон/;",43,сар
t0000008672,Монгол Улс ээд оны эхээр зах#0000008672 зээлийн эдийн засаг бүхий ардчилсан нийгэмд шилжин орсноор ерөнхий боловсролын сургуулиудад дэлхий дахины нийтлэг соёлын ололтыг суралцагсдад эзэмшүүлэхийн зэрэгцээ үндэсний соёлын гол зүйл болох нүүдлийн мал аж ахуйн технологи арга ажиллагааны тухай мэдлэг болон монгол бичиг үсгээ зааж байснаа одоо бүрмөсөн орхисон нь манай боловсролыг үндэсний гэх шинж төрхгүй болгоход хүргэжээ,25,зах
